iCE40-LP1K-SWG16
pin,bank,type,name
B3,3,IO,IOL_6B_GBIN7
B2,3,IO,IOL_7A_GBIN6
D3,2,OUTPUT,CDONE_IOB_35_GBIN5
D2,2,INPUT,CRESET_B
C3,SPI,IO,IOB_44_SDO
C2,SPI,IO,IOB_45_SDI
C1,SPI,IO,IOB_46_SCK
D1,SPI,IO,IOB_47_SS
A2,0,IO,HCIOT_0_GBIN_0_1
A4,0,IO,HCIOT_1
B1,0,IO,HCIOT_2
B4,,POWER,GND
D4,,POWER,GND
C4,,POWER,VCC
A3,0,POWER,VCCIO_0
A1,,POWER,VCCIO_1_2_3_SPI_2V5
,,,
iCE40-LP1K-CM36
pin,bank,type,name
B1,3,IO,IOL_2A
A1,3,IO,IOL_2B
C2,3,IO,IOL_6A
C1,3,IO,IOL_6B_GBIN7
D1,3,IO,IOL_7A_GBIN6
E1,3,IO,IOL_7B
F2,2,IO,IOB_35_GBIN5
E2,2,IO,IOB_34
E3,2,IO,IOB_42_CBSEL0
F3,2,IO,IOB_43_CBSEL1
C4,2,OUTPUT,CDONE
F4,2,INPUT,CRESET_B
E4,SPI,IO,IOB_44_SDO
F5,SPI,IO,IOB_45_SDI
E5,SPI,IO,IOB_46_SCK
D5,SPI,IO,IOB_47_SS
F6,SPI,POWER,VCC_SPI
E6,1,IO,IOR_54
D6,1,IO,IOR_55
C5,1,IO,IOR_60_GBIN3
B4,1,IO,IOR_61_GBIN2
B5,1,IO,IOR_63
B6,1,IO,IOR_64
C6,1,IO,IOR_65
A6,,POWER,VPP_2V5
A5,,POWER,VPP_FAST
A3,0,IO,IOT_84_GBIN1
B3,0,IO,IOT_85_GBIN0
A2,0,IO,IOT_89
C3,0,IO,IOT_90
D2,,POWER,GND
D3,,POWER,GND
D4,,POWER,GND
B2,,POWER,VCC
A4,,POWER,VCCIO_0_1
F1,,POWER,VCCIO_2_3
,,,
iCE40-LP1K-CM49
pin,bank,type,name
C2,3,IO,IOL_2A
B2,3,IO,IOL_2B
A1,3,IO,IOL_4A
B1,3,IO,IOL_4B
D3,3,IO,IOL_6A
D2,3,IO,IOL_6B_GBIN7
E2,3,IO,IOL_7A_GBIN6
F2,3,IO,IOL_7B
D1,3,IO,IOL_9A
C1,3,IO,IOL_9B
G1,,POWER,GNDPLL
F1,,POWER,VCCPLL
G3,2,IO,IOB_35_GBIN5
F3,2,IO,IOB_34
F4,2,IO,IOB_42_CBSEL0
G4,2,IO,IOB_43_CBSEL1
D5,2,OUTPUT,CDONE
G5,2,INPUT,CRESET_B
F5,SPI,IO,IOB_44_SDO
G6,SPI,IO,IOB_45_SDI
F6,SPI,IO,IOB_46_SCK
E6,SPI,IO,IOB_47_SS
G7,SPI,POWER,VCC_SPI
E7,1,IO,IOR_54
F7,1,IO,IOR_55
D6,1,IO,IOR_60_GBIN3
D7,1,IO,IOR_61_GBIN2
C7,1,IO,IOR_63
C6,1,IO,IOR_64
C5,1,IO,IOR_65
B7,,POWER,VPP_2V5
B6,,POWER,VPP_FAST
A6,0,IO,IOT_78
A5,0,IO,IOT_79
A7,0,IO,IOT_80
A3,0,IO,IOT_81
A4,0,IO,IOT_82
C4,0,IO,IOT_84_GBIN1
B4,0,IO,IOT_85_GBIN0
D4,0,IO,IOT_89
B3,0,IO,IOT_90
A2,0,IO,IOT_91
E3,,POWER,GND
E4,,POWER,GND
E5,,POWER,GND
C3,,POWER,VCC
E1,,POWER,VCC
B5,,POWER,VCCIO_0_1
